Job.ID,Provider,Status,Slug,Title,Position,Company,City,State.Name,State.Code,Address,Latitude,Longitude,Industry,Job.Description,Requirements,Salary,Listing.Start,Listing.End,Employment.Type,Education.Required,Created.At,Updated.At
134526,2,open,farmington-nm-burpee-garden-products-retail-merchandiser-seasonal,Retail Merchandiser (Seasonal) @ Burpee Garden Products,Retail Merchandiser (Seasonal),Burpee Garden Products,Farmington,New Mexico,NM,NA,36.7798,-108.1462,NA,"Burpee Garden Products
 
Retail Merchandiser (Seasonal)

Job Description:
 
Burpee Garden Products has been providing success for America&rsquo;s Home Gardens for 138 years. &nbsp;We are a family owned and operated business based out of Philadelphia. As we continue to flourish, we are seeking Seasonal Merchandisers to join our growing team. We offer flexible hours as assigned by the Regional Managers. 
&nbsp;

Retail Merchandiser &ndash; Seasonal Representative 

 
Job Responsibilities:
&nbsp;
As a Retail Merchandiser you will be responsible for servicing Burpee retail accounts. You will provide merchandising assistance with product orders and display maintenance. 
&nbsp;
Other responsibilities of the Merchandiser role include:

    Setting up Burpee seed displays 
    Straightening and organizing displays 
    Placing reorders for designated accounts as needed 
    Inventorying unsold packets at end of season 
    Completing administrative paperwork weekly 
    Reporting on a timely and regular basis to Regional Manager&nbsp;

&nbsp;
 
    
    Retail Merchandiser &ndash; Seasonal Representative 
    ",NA,NA,12/5/2014,1/4/2015,Seasonal/Temp,High School Diploma,2014-12-05 16:58:56 UTC,2014-12-05 16:58:56 UTC
134527,2,open,memphis-tn-remington-college-packaged-applications-instructor-business-professional,Packaged Applications Instructor | Business Professional @ Remington College,Packaged Applications Instructor | Business Professional,Remington College,Memphis,Tennessee,TN,NA,35.0718,-90.002,NA,"Employee Type:
Full-time/Part-time 
Manages Others:
No 
Required Education:
Bachelor&rsquo;s degree
Required Experience:
At least 4 years 
Required Travel:
No 
Relocation Covered:
No
&nbsp;
Packaged Applications Instructor | Business Professional 
 
Job Description:
Attention: Dedicated, enthusiastic professionals with expertise in business/packaged software applications! Are you ready to make a difference by educating students who are eager to earn their degrees in business, criminal justice, healthcare, and more? &nbsp;Bring your talents to Remington College, a non-profit, non-traditional institution with high ethical standards, fostering a culture in which you can make a difference.
 
We&rsquo;re seeking a packaged applications professional, preferably with some teaching experience, to join the academic team at our Memphis Campus on a full-time/part-time basis; split shift 8am-1pm M-Th; 5:30pm -10pm M-Th.&nbsp; Salary is competitive.
&nbsp;

Packaged Applications Instructor (Non-Profit Education)

 
Job Responsibilities:
As a packaged applications instructor, you will train students in your field of expertise using accepted and approved instructional methodology.
 
Additional responsibilities include:

    Preparing lesson plans using industry-standard education approaches (e.g., multimedia, adult learning methodology).
    Teaching courses as assigned, instructing and evaluating students, developing students&rsquo; skills and encouraging growth, and tracking their attendance, performance, and grades.
    Participating in various administrative activities (e.g., attending faculty/staff meetings or in-service meetings), graduation ceremonies, and continuing professional development activities.
    Supervising and monitoring students' use of tools and equipment.
    Observing and evaluating students' work to determine progress, providing feedback, and making suggestions for improvement.
    Administering tests to measure progress and evaluate training effectiveness.

 

Packaged Applications Instructor (Non-Profit Education)

 
Benefits:
We offer our full-time employees a comprehensive benefits package including:

    Medical, dental, and vision Insurance.
    Life and AD&amp;D insurance.
    Short-term and long-term disability insurance.
    401(k) plan.
    Flexible spending accounts.
    Tuition reimbursement.
    Employee family scholarship program.
    Paid time off.

 
Learn more about us at Remington College in Honolulu.
 
How to Apply:
Qualified applicants: Please click APPLY NOW. 
&nbsp;
Remington College is an Equal Opportunity Employer. We provide reasonable accommodation where appropriate to applicants with disabilities
&nbsp;",NA,NA,12/5/2014,1/4/2015,Full-Time/Part-Time,Bachelor's Degree,2014-12-05 16:58:57 UTC,2014-12-05 16:58:57 UTC
134528,2,open,charlotte-nc-burpee-garden-products-retail-merchandiser-seasonal,Retail Merchandiser (Seasonal) @ Burpee Garden Products,Retail Merchandiser (Seasonal),Burpee Garden Products,Charlotte,North Carolina,NC,NA,35.3114,-80.8863,NA,"Burpee Garden Products
 
Retail Merchandiser (Seasonal)

Job Description:
 
Burpee Garden Products has been providing success for America&rsquo;s Home Gardens for 138 years. &nbsp;We are a family owned and operated business based out of Philadelphia. As we continue to flourish, we are seeking Seasonal Merchandisers to join our growing team. We offer flexible hours as assigned by the Regional Managers. 
&nbsp;

Retail Merchandiser &ndash; Seasonal Representative 

 
Job Responsibilities:
&nbsp;
As a Retail Merchandiser you will be responsible for servicing Burpee retail accounts. You will provide merchandising assistance with product orders and display maintenance. 
&nbsp;
Other responsibilities of the Merchandiser role include:

    Setting up Burpee seed displays 
    Straightening and organizing displays 
    Placing reorders for designated accounts as needed 
    Inventorying unsold packets at end of season 
    Completing administrative paperwork weekly 
    Reporting on a timely and regular basis to Regional Manager&nbsp;

&nbsp;
 
    
    Retail Merchandiser &ndash; Seasonal Representative 
    ",NA,NA,12/5/2014,1/4/2015,Seasonal/Temp,High School Diploma,2014-12-05 16:58:57 UTC,2014-12-23 13:15:36 UTC
134529,2,open,huntersville-nc-burpee-garden-products-retail-merchandiser-seasonal,Retail Merchandiser (Seasonal) @ Burpee Garden Products,Retail Merchandiser (Seasonal),Burpee Garden Products,Huntersville,North Carolina,NC,NA,35.4129,-80.8607,NA,"Burpee Garden Products
 
Retail Merchandiser (Seasonal)

Job Description:
 
Burpee Garden Products has been providing success for America&rsquo;s Home Gardens for 138 years. &nbsp;We are a family owned and operated business based out of Philadelphia. As we continue to flourish, we are seeking Seasonal Merchandisers to join our growing team. We offer flexible hours as assigned by the Regional Managers. 
&nbsp;

Retail Merchandiser &ndash; Seasonal Representative 

 
Job Responsibilities:
&nbsp;
As a Retail Merchandiser you will be responsible for servicing Burpee retail accounts. You will provide merchandising assistance with product orders and display maintenance. 
&nbsp;
Other responsibilities of the Merchandiser role include:

    Setting up Burpee seed displays 
    Straightening and organizing displays 
    Placing reorders for designated accounts as needed 
    Inventorying unsold packets at end of season 
    Completing administrative paperwork weekly 
    Reporting on a timely and regular basis to Regional Manager&nbsp;

&nbsp;
 
    
    Retail Merchandiser &ndash; Seasonal Representative 
    ",NA,NA,12/5/2014,1/4/2015,Seasonal/Temp,High School Diploma,2014-12-05 16:58:58 UTC,2014-12-23 13:15:36 UTC
134530,2,open,newington-ct-burpee-garden-products-retail-merchandiser-seasonal,Retail Merchandiser (Seasonal) @ Burpee Garden Products,Retail Merchandiser (Seasonal),Burpee Garden Products,Newington,Connecticut,CT,NA,41.687,-72.7308,NA,"Burpee Garden Products
 
Retail Merchandiser (Seasonal)

Job Description:
 
Burpee Garden Products has been providing success for America&rsquo;s Home Gardens for 138 years. &nbsp;We are a family owned and operated business based out of Philadelphia. As we continue to flourish, we are seeking Seasonal Merchandisers to join our growing team. We offer flexible hours as assigned by the Regional Managers. 
&nbsp;

Retail Merchandiser &ndash; Seasonal Representative 

 
Job Responsibilities:
&nbsp;
As a Retail Merchandiser you will be responsible for servicing Burpee retail accounts. You will provide merchandising assistance with product orders and display maintenance. 
&nbsp;
Other responsibilities of the Merchandiser role include:

    Setting up Burpee seed displays 
    Straightening and organizing displays 
    Placing reorders for designated accounts as needed 
    Inventorying unsold packets at end of season 
    Completing administrative paperwork weekly 
    Reporting on a timely and regular basis to Regional Manager&nbsp;

&nbsp;
 
    
    Retail Merchandiser &ndash; Seasonal Representative 
    ",NA,NA,12/5/2014,1/4/2015,Seasonal/Temp,High School Diploma,2014-12-05 16:58:58 UTC,2014-12-05 16:58:58 UTC
134531,2,open,waterbury-ct-burpee-garden-products-retail-merchandiser-seasonal,Retail Merchandiser (Seasonal) @ Burpee Garden Products,Retail Merchandiser (Seasonal),Burpee Garden Products,Waterbury,Connecticut,CT,NA,41.5582,-73.0461,NA,"Burpee Garden Products
 
Retail Merchandiser (Seasonal)

Job Description:
 
Burpee Garden Products has been providing success for America&rsquo;s Home Gardens for 138 years. &nbsp;We are a family owned and operated business based out of Philadelphia. As we continue to flourish, we are seeking Seasonal Merchandisers to join our growing team. We offer flexible hours as assigned by the Regional Managers. 
&nbsp;

Retail Merchandiser &ndash; Seasonal Representative 

 
Job Responsibilities:
&nbsp;
As a Retail Merchandiser you will be responsible for servicing Burpee retail accounts. You will provide merchandising assistance with product orders and display maintenance. 
&nbsp;
Other responsibilities of the Merchandiser role include:

    Setting up Burpee seed displays 
    Straightening and organizing displays 
    Placing reorders for designated accounts as needed 
    Inventorying unsold packets at end of season 
    Completing administrative paperwork weekly 
    Reporting on a timely and regular basis to Regional Manager&nbsp;

&nbsp;
 
    
    Retail Merchandiser &ndash; Seasonal Representative 
    ",NA,NA,12/5/2014,1/4/2015,Seasonal/Temp,High School Diploma,2014-12-05 16:58:59 UTC,2014-12-05 16:58:59 UTC
134532,2,open,grand-rapids-mi-burpee-garden-products-retail-merchandiser-seasonal-134532,Retail Merchandiser (Seasonal) @ Burpee Garden Products,Retail Merchandiser (Seasonal),Burpee Garden Products,Grand Rapids,Michigan,MI,NA,42.9769,-85.7689,NA,"Burpee Garden Products
 
Retail Merchandiser (Seasonal)

Job Description:
 
Burpee Garden Products has been providing success for America&rsquo;s Home Gardens for 138 years. &nbsp;We are a family owned and operated business based out of Philadelphia. As we continue to flourish, we are seeking Seasonal Merchandisers to join our growing team. We offer flexible hours as assigned by the Regional Managers. 
&nbsp;

Retail Merchandiser &ndash; Seasonal Representative 

 
Job Responsibilities:
&nbsp;
As a Retail Merchandiser you will be responsible for servicing Burpee retail accounts. You will provide merchandising assistance with product orders and display maintenance. 
&nbsp;
Other responsibilities of the Merchandiser role include:

    Setting up Burpee seed displays 
    Straightening and organizing displays 
    Placing reorders for designated accounts as needed 
    Inventorying unsold packets at end of season 
    Completing administrative paperwork weekly 
    Reporting on a timely and regular basis to Regional Manager&nbsp;

&nbsp;
 
    
    Retail Merchandiser &ndash; Seasonal Representative 
    ",NA,NA,12/5/2014,1/4/2015,Seasonal/Temp,High School Diploma,2014-12-05 16:59:00 UTC,2014-12-23 13:15:37 UTC
134534,2,open,waycross-ga-examination-management-services-field-investigator,Field Investigator @ Examination Management Services,Field Investigator,Examination Management Services,Waycross,Georgia,GA,NA,31.228,-82.3479,NA,"About EMSI:Examination Management Services, Inc. (EMSI) provides medical information, risk management and investigative services to the insurance, legal, clinical, and business communities. We empower our customers with accurate, comprehensive information to make informed, reliable business decisions. We work collaboratively with our clients to develop strategies that increase profits, enhance productivity, eliminate waste, and promote growth.About EMSI's Investigative Services Division, ICS Merrill:?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ This opportunity supports our Investigative Services Division, which operates under the name ICS Merrill. ICS Merrill helps clients fight fraud by gathering facts and delivering unbiased, objective information about a claim.?ÿWe are seeking an experienced Field Investigator in the?ÿMacon, GA area. Build your career here and experience the advantages that come with working for one of the most respected names in the industry. You will be part of a team of professionals who are passionate about what they do. With our state-of the-art online case management system, you will be provided all the tools and support necessary to ensure your success and achieve assigned case objectives for our clients.Benefits: ƒ?› Competitive pay ƒ?› Monthly vehicle allowance ƒ?› Company fuel card ƒ?› Travel time compensation ƒ?› Report writing compensation ƒ?› Company paid investigator licensing fees ƒ?› Paid ongoing career advancement training ƒ?› Timely expense reimbursement with very minimal out-of-pocket expenses EMSI is proud to be an EEO-AA employer M/F/D/V and maintains a Drug-Free Workplace.",NA,NA,12/5/2014,1/4/2015,Part-Time,Not Specified,2014-12-05 16:59:03 UTC,2014-12-05 16:59:03 UTC
134535,2,open,boulder-co-examination-management-services-field-investigator,Field Investigator @ Examination Management Services,Field Investigator,Examination Management Services,Boulder,Colorado,CO,NA,40.044,-105.194,NA,"About EMSI:Examination Management Services, Inc. (EMSI) provides medical information, risk management and investigative services to the insurance, legal, clinical, and business communities. We empower our customers with accurate, comprehensive information to make informed, reliable business decisions. We work collaboratively with our clients to develop strategies that increase profits, enhance productivity, eliminate waste, and promote growth.About EMSI's Investigative Services Division, ICS Merrill:?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ This opportunity supports our Investigative Services Division, which operates under the name ICS Merrill. ICS Merrill helps clients fight fraud by gathering facts and delivering unbiased, objective information about a claim.?ÿ We are seeking an experienced Field Investigator in the?ÿPhoenix, AZ?ÿarea. Build your career here and experience the advantages that come with working for one of the most respected names in the industry. You will be part of a team of professionals who are passionate about what they do. With our state-of the-art online case management system, you will be provided all the tools and support necessary to ensure your success and achieve assigned case objectives for our clients.?ÿBenefits: ƒ?› Competitive pay ƒ?› Monthly vehicle allowance ƒ?› Company fuel card ƒ?› Travel time compensation ƒ?› Report writing compensation ƒ?› Company paid investigator licensing fees ƒ?› Paid ongoing career advancement training ƒ?› Timely expense reimbursement with very minimal out-of-pocket expenses EMSI is proud to be an EEO-AA employer M/F/D/V and maintains a Drug-Free Workplace.",NA,NA,12/5/2014,1/4/2015,Part-Time,Not Specified,2014-12-05 16:59:03 UTC,2014-12-05 16:59:03 UTC
134536,2,open,el-paso-tx-examination-management-services-l-h-investigator,L&H Investigator @ Examination Management Services,L&H Investigator,Examination Management Services,El Paso,Texas,TX,NA,31.7603,-106.4799,NA,"About EMSI:Examination Management Services, Inc. (EMSI) provides medical information, risk management and investigative services to the insurance, legal, clinical, and business communities. We empower our customers with accurate, comprehensive information to make informed, reliable business decisions. We work collaboratively with our clients to develop strategies that increase profits, enhance productivity, eliminate waste, and promote growth.About EMSI's Investigative Services Division, ICS Merrill:?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ This opportunity supports our Investigative Services Division, which operates under the name ICS Merrill. ICS Merrill helps clients fight fraud by gathering facts and delivering unbiased, objective information about a claim.?ÿ We are seeking an experienced Life & Health Investigator in the?ÿDallas, TX?ÿarea. Build your career here and experience the advantages that come with working for one of the most respected names in the industry. You will be part of a team of professionals who are passionate about what they do. With our state-of the-art online case management system, you will be provided all the tools and support necessary to ensure your success and achieve assigned case objectives for our clients.?ÿBenefits: Competitive pay?ÿ?ÿ?ÿ?ÿ Company matching 401(k) Paid time off Monthly vehicle allowance Company fuel card Travel time compensation Report writing compensation Company paid investigator licensing fees Paid ongoing career advancement training Timely expense reimbursement with very minimal out-of-pocket expenses EMSI is proud to be an EEO-AA employer M/F/D/V and maintains a Drug-Free Workplace.",NA,NA,12/5/2014,1/4/2015,Part-Time,Not Specified,2014-12-05 16:59:04 UTC,2014-12-05 16:59:04 UTC
134537,2,open,denver-co-examination-management-services-l-h-investigator,L&H Investigator @ Examination Management Services,L&H Investigator,Examination Management Services,Denver,Colorado,CO,NA,39.7512,-104.9975,NA,"About EMSI:Examination Management Services, Inc. (EMSI) provides medical information, risk management and investigative services to the insurance, legal, clinical, and business communities. We empower our customers with accurate, comprehensive information to make informed, reliable business decisions. We work collaboratively with our clients to develop strategies that increase profits, enhance productivity, eliminate waste, and promote growth.About EMSI's Investigative Services Division, ICS Merrill:?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ This opportunity supports our Investigative Services Division, which operates under the name ICS Merrill. ICS Merrill helps clients fight fraud by gathering facts and delivering unbiased, objective information about a claim.?ÿ We are seeking an experienced Life & Health Investigator in the?ÿDenver, CO area. Build your career here and experience the advantages that come with working for one of the most respected names in the industry. You will be part of a team of professionals who are passionate about what they do. With our state-of the-art online case management system, you will be provided all the tools and support necessary to ensure your success and achieve assigned case objectives for our clients.?ÿBenefits: Competitive pay?ÿ?ÿ?ÿ?ÿ Company matching 401(k) Paid time off Monthly vehicle allowance Company fuel card Travel time compensation Report writing compensation Company paid investigator licensing fees Paid ongoing career advancement training Timely expense reimbursement with very minimal out-of-pocket expenses EMSI is proud to be an EEO-AA employer M/F/D/V and maintains a Drug-Free Workplace.",NA,NA,12/5/2014,1/4/2015,Part-Time,Not Specified,2014-12-05 16:59:05 UTC,2014-12-05 16:59:05 UTC
134539,2,open,las-vegas-nv-examination-management-services-l-h-investigator,L&H Investigator @ Examination Management Services,L&H Investigator,Examination Management Services,Las Vegas,Nevada,NV,NA,35.9577,-115.1586,NA,"About EMSI:Examination Management Services, Inc. (EMSI) provides medical information, risk management and investigative services to the insurance, legal, clinical, and business communities. We empower our customers with accurate, comprehensive information to make informed, reliable business decisions. We work collaboratively with our clients to develop strategies that increase profits, enhance productivity, eliminate waste, and promote growth.About EMSI's Investigative Services Division, ICS Merrill:?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ?ÿ This opportunity supports our Investigative Services Division, which operates under the name ICS Merrill. ICS Merrill helps clients fight fraud by gathering facts and delivering unbiased, objective information about a claim.?ÿ We are seeking an experienced Life & Health Investigator in the?ÿLas Vegas, NV area. Build your career here and experience the advantages that come with working for one of the most respected names in the industry. You will be part of a team of professionals who are passionate about what they do. With our state-of the-art online case management system, you will be provided all the tools and support necessary to ensure your success and achieve assigned case objectives for our clients.?ÿBenefits: Competitive pay?ÿ?ÿ?ÿ?ÿ Company matching 401(k) Paid time off Monthly vehicle allowance Company fuel card Travel time compensation Report writing compensation Company paid investigator licensing fees Paid ongoing career advancement training Timely expense reimbursement with very minimal out-of-pocket expenses EMSI is proud to be an EEO-AA employer M/F/D/V and maintains a Drug-Free Workplace.",NA,NA,12/5/2014,1/4/2015,Part-Time,Not Specified,2014-12-05 16:59:07 UTC,2014-12-05 16:59:07 UTC
134540,2,open,middletown-ct-national-health-care-associates-business-office-assistant,Business Office Assistant @ National Health Care Associates,Business Office Assistant,National Health Care Associates,Middletown,Connecticut,CT,NA,41.5474,-72.6585,NA,"Business Office AssistantPosition SummaryThe Facility Accts Receivable Assistant is responsible for the day to day completion of A/R and business office related tasks including but not limited to, those listed below as well as additional tasks as directed by the Facility A/R Manager or Business Office Manager, Administrator, and Regional A/R Manager. Recommended Minimum Position Qualifications1-3 years of billing and collections in a long-term healthcare environmentExcellent organizational skills and attention to detailGeneral knowledge of Medicare, Medicaid, Pending, Applied Income, and Managed Care billing Good working knowledge of Excel, Word, Outlook, Electronic Claim submission, and Billing Software programsEssential Duties and ResponsibilitiesReconcile, enter changes in software (Reliable) and report Daily Census activity on a daily basis by 10 amComplete tasks as requested by Facility A/R Manager, Regional A/R Manager and AdministratorEnroll Direct Deposit and complete Rep Payee requests as needed and directed by Facility A/R ManagerEnroll Medicare D plans as needed and directed by Facility A/R ManagerHandle resident and family inquiries and concerns per billing type responsibilityPrepare, submit, follow up, and appeal as needed all facility billing for following payers as delegated by AR Manager or Business Office Manager:Medicaid and Medicaid CoinsuranceWeekly submission Mcd/ Upon RA or other ins. denial for CoinsuranceWeekly claims follow up (per Remit - all denials and partial payments)Re-certifications completed and turned around within 14 days, follow up weeklyPrivate Pay (R&B plus ancillaries) StatementsMonthly billing in advance (10th of month) due 1st of each monthFollow up beginning 5th of month and as appropriate for non-responsePrivate conversions - provide statement upon receipt of Medicare denial letter (24-48 hours prior to 1st day Private Pay)Follow up new admission and conversion payments immediately upon admission or 1st day of Private PayMeet with A/R Manager and Administrator at least weekly to discuss outstanding debts and determine action Track initial statement, along with each collection letter in an open Private collection file for use in potential legal/collection proceedings or bad debt submissionsNAMI (Applied Income) StatementsMonthly billing in advance (10th of month) due 5th of each monthFollow up beginning 5th of monthCoordinate budget revisions as needed with worker and resident/family memberMeet with A/R Manager and Administrator at least weekly to discuss outstanding debts and determine action Track initial statement with attached copy budget, along with each collection letter in an open NAMI collection file for use in potential legal/collection proceedings or bad debt submissionsPrivate CoinsuranceSubmit statements within 48 hours of receipt of Medicare remittance, or denial of other insuranceFollow up beginning in 10 days and as appropriate for non-responseTrack initial statement with attached copy of remittance and UB04, along with each collection letter in an open Private Coinsurance collection file for use in potential legal/collection proceedings or bad debt submissions",NA,NA,12/5/2014,1/4/2015,Part-Time,Not Specified,2014-12-05 16:59:08 UTC,2014-12-05 16:59:08 UTC
134541,2,open,gig-harbor-wa-prestige-care-inc-housekeeper-part-time,"Housekeeper - Part-Time @ Prestige Care, Inc.",Housekeeper - Part-Time,"Prestige Care, Inc.",Gig Harbor,Washington,WA,NA,47.328,-122.58037,NA,"Responsible for the housekeeping duties of the building and apartments.

Job Responsibilities
1. Cleans, straightens and picks up trash in commons areas, offices and public rest rooms, to include sinks, toilets, plumbing fixtures, mirrors, furniture and replenishes soap and paper products.

2. Cleans, straightens and picks up trash in apartments and apartment rest rooms to including sinks, showers, toilets, plumbing fixtures, mirrors and surfaces, replenishing soap and paper products.

3. Greets residents, visitors, and staff courteously, respecting individual confidentiality, dignity and rights.

4. Vacuums carpets, sweeps and mops floors on a routine basis.

5. Ensures that apartments are maintained in a safe, comfortable, and attractive manner, keeping residentsƒ?? personal items safe.

6. Cleans spills, soiled areas, and other conditions as observed or directed.

7. Uses cleaners and other hazardous materials according to product instructions and department procedure.

8. Follows facility fire safety and infection control practices and promptly report any unsafe conditions or equipment to executive director or maintenance director.

9. Coordinates housekeeping services with other departments.

10. Ensures that equipment and supply carts are properly maintained and properly stored and that storage areas are kept clean and safe.

11. Cleans exterior windows, patios, or other outside areas as assigned.

12. Assists others with lifting, as required.

13. Performs other related duties as assigned.

",NA,NA,12/5/2014,1/4/2015,Part-Time,Not Specified,2014-12-05 16:59:11 UTC,2014-12-05 16:59:11 UTC
134542,2,open,molalla-or-prestige-care-inc-interim-cook-temp,"Interim Cook - Temp @ Prestige Care, Inc.",Interim Cook - Temp,"Prestige Care, Inc.",Molalla,Oregon,OR,NA,45.14761,-122.57768,NA,"Prepares food in accordance with menus, diet specifications, sanitary practices, and resident preference under the supervision of the Dietary Services Manager.

Job Responsibilities
1. Prepares and serves meals that are palatable and appetizing in appearance and assists in food preparation for special meals and parties.

2. Checks and records food temperatures during the cooking process.

3. Reviews menus and records necessary substitutions.

4. Assures that food supplies are available for the next meal and notifies supervisor of needed supplies.

5. Maintains a clean and safe work area, cleaning spills and assisting in daily or scheduled cleaning duties, according to assignment.

6. Ensures proper storage of food, labeling of stored foods and that out dated foods are discarded.

7. Utilizes cleaners and other hazardous materials in accordance to proper procedures.

8. Follows facility fire safety and infection control practices and promptly reports any unsafe conditions or equipment.

9. Greets residents, visitors, and staff courteously and with dignity following confidentiality standards and promotes resident rights.

10. Performs other related duties as assigned.

",NA,NA,12/5/2014,1/4/2015,Seasonal/Temp,Not Specified,2014-12-05 16:59:11 UTC,2014-12-05 16:59:11 UTC
134543,2,open,tillamook-or-prestige-care-inc-housekeeper-part-time,"Housekeeper - Part-Time @ Prestige Care, Inc.",Housekeeper - Part-Time,"Prestige Care, Inc.",Tillamook,Oregon,OR,NA,45.45632,-123.84262,NA,"Responsible for the housekeeping duties of the building and apartments.

Job Responsibilities
1. Cleans, straightens and picks up trash in commons areas, offices and public rest rooms, to include sinks, toilets, plumbing fixtures, mirrors, furniture and replenishes soap and paper products.

2. Cleans, straightens and picks up trash in apartments and apartment rest rooms to including sinks, showers, toilets, plumbing fixtures, mirrors and surfaces, replenishing soap and paper products.

3. Greets residents, visitors, and staff courteously, respecting individual confidentiality, dignity and rights.

4. Vacuums carpets, sweeps and mops floors on a routine basis.

5. Ensures that apartments are maintained in a safe, comfortable, and attractive manner, keeping residentsƒ?? personal items safe.

6. Cleans spills, soiled areas, and other conditions as observed or directed.

7. Uses cleaners and other hazardous materials according to product instructions and department procedure.

8. Follows facility fire safety and infection control practices and promptly report any unsafe conditions or equipment to executive director or maintenance director.

9. Coordinates housekeeping services with other departments.

10. Ensures that equipment and supply carts are properly maintained and properly stored and that storage areas are kept clean and safe.

11. Cleans exterior windows, patios, or other outside areas as assigned.

12. Assists others with lifting, as required.

13. Performs other related duties as assigned.

",NA,NA,12/5/2014,1/4/2015,Part-Time,Not Specified,2014-12-05 16:59:12 UTC,2014-12-05 16:59:12 UTC
134544,2,open,rio-grande-wyndham-hotel-group-pool-attendant-regular-part-time,Pool Attendant (Regular Part-time) @ Wyndham Hotel Group,Pool Attendant (Regular Part-time),Wyndham Hotel Group,Rio Grande,NA,NA,NA,18.3018,-66.08,NA,"The Pool Attendant is responsible for ensuring guest and employee safety in the pool area.?ÿ He/she is also responsible for the maintenance and upkeep of the pool, exercise room and pool area.?ÿ",NA,NA,12/5/2014,1/4/2015,Part-Time,High School Diploma,2014-12-05 16:59:12 UTC,2014-12-05 16:59:12 UTC
134545,2,open,rio-grande-wyndham-hotel-group-towel-hut-attendant-regular-part-time,Towel Hut Attendant (Regular Part-time) @ Wyndham Hotel Group,Towel Hut Attendant (Regular Part-time),Wyndham Hotel Group,Rio Grande,NA,NA,NA,18.3018,-66.08,NA,"The Towel Hut Attendant is responsible for ensuring guests receive towels and return them every day in an efficient and timely way.?ÿ
?ÿ",NA,NA,12/5/2014,1/4/2015,Part-Time,High School Diploma,2014-12-05 16:59:13 UTC,2014-12-05 16:59:13 UTC
134547,2,open,tyngsboro-ma-olive-garden-hiring-all-restaurant-positions-servers-cooks-bartenders-134547,Hiring All Restaurant Positions - Servers - Cooks - Bartenders @ Olive Garden,Hiring All Restaurant Positions - Servers - Cooks - Bartenders,Olive Garden,Tyngsboro,Massachusetts,MA,NA,42.6592,-71.448,NA,"We&rsquo;re All Family Here.

Olive Garden is a family of local restaurants focused on delighting every guest with a genuine Italian dining experience. We are proud to serve fresh, simple, delicious Italian food, complemented by a great glass of wine, served in a comfortable, home-like Italian setting where everyone is welcomed as family and friends.

Now Hiring in Tyngsboro
&nbsp;&bull; Servers
&bull; Host/Hostesses
&bull; Server Assistants/Bussers
&bull; Bartenders&nbsp;
&bull;&nbsp;Line Cooks
&bull; Prep Cooks
&bull; Dishwashers&nbsp;
(Apply by clicking the appropriate job title above) 
&nbsp;",NA,NA,12/5/2014,1/4/2015,Full-Time/Part-Time,Not Specified,2014-12-05 16:59:18 UTC,2014-12-05 16:59:18 UTC
134548,2,open,blue-ash-oh-mercy-health-medical-assistant-134548,Medical Assistant @ Mercy Health,Medical Assistant,Mercy Health,Blue Ash,Ohio,OH,NA,39.2437,-84.3529,NA,"


&nbsp;Medical Assistant&nbsp;



Works within the scope of the Medical Assistant practice, and in alignment with standards of excellence and quality, provides patient care under the direction

Medical Assistant &ndash; &nbsp;Health Job Duties include:


    Under the direction of the provider, contributes to the completion of a comprehensive assessment and documentation of patient/family needs, and participates in planning and implementing care for patients within the scope of Medical Assisting practice 

&nbsp;

    Understands how to troubleshoot issues and escalate problems to provider, direct supervisor, or appropriate internal resource 

&nbsp;

    Demonstrates standards of excellence in care in all interactions, for both internal and external customers 

&nbsp;

    Maintains necessary certifications as needed including annual required competency skills 

&nbsp;

    Maintains a safe and supportive environment, by keeping the work area, exam rooms, and equipment in clean, orderly, and safe manner 

&nbsp;

    Maintains skills for cross training to meet patient care and day to day operational needs 
",NA,NA,12/5/2014,1/4/2015,Full-Time/Part-Time,Associate Degree,2014-12-05 16:59:19 UTC,2014-12-05 16:59:19 UTC
